ArmentiËres,29444,Ch‚lons-en-Champagne,31488,Forbach,33246,Montauban,40531,Boulogne-sur-Mer,41657,Amiens,50236,Saint-Quentin,62656,Cherbourg-Octeville,83706,Colmar,83687,Boulogne-sur-Mer,85164,Vienne,87192,Cherbourg-Octeville,87482
Chalon-sur-SaÙne,29130,Laval,30338,Bastia,33128,Tarbes,39275,PÈrigueux,40940,La Teste-de-Buch - Arcachon,47628,Vienne,61285,AlËs,82737,Arras,83587,SËte,84599,AlËs,85328,Chartres,87339
…pinal,28174,…pinal,30009,ArmentiËres,32965,Creil,38948,Vienne,39847,ChambÈry,46526,Annecy,60297,PÈrigueux,81905,AlËs,83529,Arras,83261,Arras,84413,SËte,86879
Nevers,27700,Montauban,29887,Charleville-MÈziËres,32357,Charleville-MÈziËres,37536,Vichy,39198,Haguenau,44478,Saint-Nazaire,59201,Roanne,79835,Tarbes,81695,Cherbourg-Octeville,83012,FrÈjus,83937,Bourges,86769
Valence,26909,AlËs,29801,Chalon-sur-SaÙne,31677,Cherbourg-Octeville,37050,Nevers,39174,Belfort,43411,Roanne,53271,Vienne,79008,Chartres,78835,Colmar,81082,Roanne,81742,Arras,86693
Ch‚lons-en-Champagne,26757,Bastia,29432,Ch‚lons-en-Champagne,31264,FrÈjus,34003,Charleville-MÈziËres,38979,Saint-Brieuc,43208,Nevers,53098,Agen,78449,Belfort,78317,CompiËgne,78915,BÈziers,80835,BÈziers,85354
Charleville-MÈziËres,26743,Valence,28810,Nevers,29870,La Teste-de-Buch - Arcachon,33455,Annemasse,38089,NÓmes,43056,Charleville-MÈziËres,52585,Bergerac,76029,Chalon-sur-SaÙne,78196,Tarbes,78387,Belfort,80049,Belfort,81745
Tarbes,26162,Tarbes,28695,…pinal,28457,Arras,33437,Belfort,37491,Vichy,40847,Belfort,51399,Bourges,74449,Vienne,77806,Blois,77764,Tarbes,77962,Cluses,81322
Arras,25829,ArmentiËres,28656,Laval,27507,Saint-Nazaire,32326,SËte,37302,ArmentiËres,40593,Tarbes,50773,Arras,72943,Saint-Quentin,72925,Vannes,74936,Quimper,77256,Roanne,79159
Bastia,25460,Nevers,27788,Tarbes,26694,Bourgoin-Jallieu,31945,Bastia,36699,SËte,40226,Quimper,50763,Vichy,71677,ArmentiËres,72397,Forbach,73967,ArmentiËres,76438,Quimper,78951
Ch‚teauroux,25035,Ch‚teauroux,26140,Ch‚teauroux,26686,Annecy,30065,Montauban,36330,AlËs,40218,ChambÈry,47434,Haguenau,69851,Brive-la-Gaillarde,70056,Chalon-sur-SaÙne,73062,SËte,75987,Agen,78517
AlËs,24994,Arras,26139,Montauban,26196,Vienne,29505,Ch‚teauroux,34678,Saint-Quentin,39485,Ch‚teauroux,46875,Bourgoin-Jallieu,69801,Nevers,68736,Chartres,71929,Chalon-sur-SaÙne,75447,Tarbes,78147
Vienne,24642,Albi,25000,Albi,25107,ChambÈry,29413,Albi,34367,Poitiers,39412,FrÈjus,45985,Albi,67204,Quimper,68734,Saint-Quentin,71169,Cluses,73194,Brive-la-Gaillarde,76357
Chartres,24109,Vienne,24732,Menton,25074,Chalon-sur-SaÙne,28623,Annecy,33640,Arras,38351,Arras,45657,…vreux,67087,Charleville-MÈziËres,68499,Saint-Omer,70197,Brive-la-Gaillarde,72099,Vannes,75832
